unit_id,line_id,furnace_temp_c,roller_pressure_bar,line_speed_mpm,lubricant_flow_lph,vibration_rms_mms,ambient_humidity_pct,cooling_rate_cps,tension_variation_kn,defect_class
UNIT-12453,LINE-B,835.84,146.3,30.2,13.99,1.12,76.81,16.11,0.58,rust
UNIT-11616,LINE-A,840.4,156.31,52.31,31.84,2.12,41.72,14.12,0.17,normal
UNIT-11377,LINE-A,901.03,194.44,50.64,33.49,1.39,41.25,16.24,2.47,hole
UNIT-11666,LINE-B,839.64,148.06,48.82,32.64,1.05,43.08,20.48,0.34,normal
UNIT-11877,LINE-A,846.18,141.87,50.01,32.23,1.51,49.54,15.17,0.43,normal
UNIT-11874,LINE-A,844.26,151.6,51.13,32.53,1.58,41.35,17.77,0.73,normal
UNIT-11091,LINE-A,895.65,201.21,49.68,31.28,1.34,43.25,16.29,3.16,hole
UNIT-12796,LINE-A,839.04,146.57,36.86,15.32,0.86,83.19,17.91,0.58,rust
UNIT-10594,LINE-A,909.37,177.03,53.84,33.2,1.39,44.47,26.15,1.62,crack
UNIT-10678,LINE-B,887.76,173.89,48.68,33.56,1.16,44.94,31.69,2.0,crack
UNIT-10042,LINE-A,915.08,175.08,49.98,34.96,1.62,40.55,28.56,1.62,crack
UNIT-12478,LINE-B,835.15,142.27,30.73,11.79,1.48,70.93,15.37,0.45,rust
UNIT-11400,LINE-A,886.78,192.88,50.17,31.95,1.33,50.35,17.37,2.13,hole
UNIT-12468,LINE-B,843.87,147.81,41.22,13.53,1.01,74.56,19.9,0.65,rust
UNIT-10244,LINE-A,912.98,182.1,46.21,33.5,1.48,39.48,25.58,1.57,crack
UNIT-11125,LINE-B,916.3,195.94,52.39,32.74,1.6,47.41,18.87,2.4,hole
UNIT-12442,LINE-C,832.41,147.68,39.43,12.21,1.8,74.28,18.87,0.51,rust
UNIT-11424,LINE-A,848.13,142.66,50.02,35.22,1.53,47.72,17.74,0.64,normal
UNIT-11214,LINE-A,887.24,182.01,51.48,27.73,1.74,45.64,14.93,1.47,hole
UNIT-10262,LINE-A,890.92,184.76,48.79,30.78,1.75,42.57,25.18,1.68,crack
UNIT-11236,LINE-C,891.37,191.95,48.04,28.67,1.45,43.07,17.12,2.66,hole
UNIT-10835,LINE-A,905.38,192.87,54.91,32.67,1.86,45.24,19.11,2.65,hole
UNIT-12705,LINE-B,834.46,143.42,33.5,19.74,1.97,82.77,18.66,0.71,rust
UNIT-12546,LINE-A,840.07,148.7,37.02,13.25,1.82,75.45,16.98,0.42,rust
UNIT-11953,LINE-A,832.28,154.88,52.15,32.05,1.98,46.36,15.33,0.45,normal
UNIT-11403,LINE-A,842.84,149.59,52.23,31.28,1.52,41.33,16.32,0.48,normal
UNIT-10341,LINE-C,929.28,174.43,50.59,30.92,1.64,46.84,29.4,1.73,crack
UNIT-11456,LINE-A,843.28,150.05,49.23,30.18,2.07,40.65,17.38,0.43,normal
UNIT-10749,LINE-A,866.59,172.88,51.74,35.29,1.77,36.45,16.96,2.52,hole
UNIT-12991,LINE-B,848.76,150.43,69.38,21.94,4.43,39.65,17.17,0.49,scratch
UNIT-10481,LINE-B,915.21,163.62,51.42,29.93,1.5,34.38,29.36,1.45,crack
UNIT-11289,LINE-A,892.06,195.76,48.01,34.89,1.47,38.19,17.29,2.28,hole
UNIT-11861,LINE-B,840.73,159.66,50.72,29.82,1.7,46.82,16.49,0.62,normal
UNIT-11566,LINE-A,834.68,142.29,49.54,32.21,1.98,47.75,18.83,0.61,normal
UNIT-10784,LINE-A,886.52,190.35,49.69,29.33,1.5,45.79,15.34,1.92,hole
UNIT-13431,LINE-A,834.99,157.9,59.81,20.54,5.48,43.83,16.41,0.45,scratch
UNIT-11451,LINE-C,846.49,154.69,52.59,32.54,1.19,45.62,17.4,0.42,normal
UNIT-12303,LINE-A,841.37,149.18,33.83,16.78,1.64,81.66,17.5,0.42,rust
UNIT-13230,LINE-A,851.35,145.75,73.98,24.34,5.81,40.28,17.18,0.18,scratch
UNIT-12491,LINE-C,849.13,150.1,32.67,19.09,1.44,65.93,18.21,0.37,rust
UNIT-12195,LINE-B,834.72,150.05,37.82,9.42,1.75,75.89,18.32,0.49,rust
UNIT-12003,LINE-B,840.92,147.6,53.74,32.25,0.91,45.47,14.08,0.57,normal
UNIT-12427,LINE-A,850.72,154.78,43.2,18.01,1.99,77.02,16.72,0.56,rust
UNIT-12316,LINE-A,848.38,148.68,41.16,7.97,0.89,69.82,16.37,0.83,rust
UNIT-13136,LINE-C,841.57,152.27,69.23,16.78,4.64,39.9,14.94,0.51,scratch
UNIT-11804,LINE-B,839.02,156.05,49.77,34.99,1.76,34.59,18.77,0.64,normal
UNIT-11559,LINE-A,833.27,154.88,45.37,29.44,1.73,46.17,14.62,0.59,normal
UNIT-11128,LINE-B,884.96,199.18,50.73,33.55,1.71,50.87,19.34,2.06,hole
UNIT-10627,LINE-B,901.27,181.02,50.07,33.79,1.44,35.34,35.24,2.33,crack
UNIT-10348,LINE-C,919.81,190.45,50.95,32.62,1.14,33.48,26.41,1.66,crack
UNIT-12242,LINE-A,853.54,155.89,31.2,12.37,1.59,79.33,15.53,0.3,rust
UNIT-12985,LINE-B,848.09,153.92,61.98,19.38,4.04,55.03,17.23,0.46,scratch
UNIT-10980,LINE-A,875.26,203.25,49.42,35.81,1.75,47.7,15.43,2.9,hole
UNIT-13017,LINE-B,849.65,149.87,64.88,20.46,5.87,40.75,17.06,0.64,scratch
UNIT-11514,LINE-C,834.26,153.3,47.78,31.96,1.8,45.85,15.99,0.68,normal
UNIT-10912,LINE-B,874.4,198.75,46.81,31.09,1.79,38.29,16.55,2.57,hole
UNIT-12197,LINE-C,837.3,143.75,38.76,15.51,1.38,79.9,15.54,0.58,rust
UNIT-10633,LINE-A,883.35,173.09,53.48,34.63,2.18,44.19,33.68,1.6,crack
UNIT-12674,LINE-C,829.42,148.34,42.22,17.27,1.95,90.09,17.21,0.39,rust
UNIT-10446,LINE-A,921.94,168.46,46.22,31.56,1.54,46.16,25.37,2.05,crack
UNIT-10618,LINE-C,893.25,180.97,52.65,30.89,1.91,47.06,29.7,2.2,crack
UNIT-13086,LINE-C,839.55,149.47,68.68,19.82,6.21,36.94,13.88,0.47,scratch
UNIT-11476,LINE-B,830.95,145.77,46.55,31.53,1.67,42.14,16.19,0.52,normal
UNIT-12054,LINE-A,829.28,149.39,45.68,35.2,1.72,44.55,19.21,0.52,normal
UNIT-12383,LINE-A,834.73,148.12,37.35,11.04,1.79,73.49,14.01,0.45,rust
UNIT-13369,LINE-B,846.15,140.39,72.62,20.62,4.75,46.23,17.27,0.63,scratch
UNIT-12111,LINE-C,844.41,155.44,33.34,16.43,1.73,90.54,17.07,0.43,rust
UNIT-11724,LINE-B,835.0,150.77,46.17,28.52,1.8,36.28,15.53,0.23,normal
UNIT-10354,LINE-C,888.82,184.86,54.64,31.04,1.7,36.78,31.19,1.82,crack
UNIT-11233,LINE-A,865.51,202.63,52.4,32.99,1.52,45.14,19.61,2.7,hole
UNIT-10614,LINE-B,907.57,165.94,48.87,30.49,1.67,36.21,26.68,1.98,crack
UNIT-12019,LINE-C,835.14,152.88,49.52,32.9,1.88,46.24,17.5,0.53,normal
UNIT-11339,LINE-B,891.08,187.77,51.54,32.61,1.71,44.42,17.42,1.98,hole
UNIT-12058,LINE-B,844.66,149.37,47.55,30.89,2.03,39.45,17.7,0.53,normal
UNIT-11847,LINE-A,850.32,138.47,48.99,28.71,1.6,52.97,17.34,0.47,normal
UNIT-12224,LINE-A,849.84,146.73,28.94,17.39,1.75,80.05,17.46,0.62,rust
UNIT-10058,LINE-A,892.46,185.8,51.8,29.74,1.44,45.96,25.6,2.23,crack
UNIT-13450,LINE-A,840.38,155.06,61.69,21.99,4.69,43.97,15.64,0.37,scratch
UNIT-12029,LINE-A,832.01,145.91,52.95,30.15,1.7,48.96,15.23,0.33,normal
UNIT-12568,LINE-B,845.59,157.24,31.91,15.22,1.86,78.59,17.93,0.36,rust
UNIT-12922,LINE-A,838.71,146.04,70.75,12.36,6.01,43.88,17.93,0.46,scratch
UNIT-12424,LINE-B,845.79,152.42,39.28,17.65,1.92,66.35,18.07,0.46,rust
UNIT-12507,LINE-A,827.37,142.66,39.12,16.27,1.71,83.57,16.72,0.62,rust
UNIT-12604,LINE-B,853.79,148.47,30.87,15.91,1.27,78.4,14.67,0.37,rust
UNIT-13287,LINE-B,845.73,148.72,70.72,17.77,4.44,40.82,17.11,0.61,scratch
UNIT-12290,LINE-A,847.09,151.54,41.22,13.75,1.69,69.23,16.97,0.43,rust
UNIT-11422,LINE-C,838.37,153.58,42.67,34.67,1.71,46.87,16.38,0.24,normal
UNIT-10561,LINE-C,927.85,174.11,46.87,32.42,1.38,36.89,24.87,0.96,crack
UNIT-10708,LINE-B,865.9,179.98,46.93,31.58,2.13,48.99,20.06,2.49,hole
UNIT-12255,LINE-B,852.91,155.98,36.21,15.43,1.34,72.15,14.13,0.7,rust
UNIT-10425,LINE-A,898.63,187.01,50.32,28.03,1.88,42.44,26.95,1.95,crack
UNIT-11094,LINE-C,873.08,196.02,47.18,30.51,1.6,47.6,15.55,2.47,hole
UNIT-10648,LINE-C,897.56,167.89,46.79,28.77,1.71,44.67,29.43,1.16,crack
UNIT-10073,LINE-B,890.66,176.27,51.74,29.88,0.56,40.52,33.59,1.47,crack
UNIT-12178,LINE-A,830.57,146.94,28.88,15.75,1.44,91.04,15.54,0.54,rust
UNIT-11468,LINE-B,822.82,154.99,46.24,32.21,1.7,45.31,16.58,0.54,normal
UNIT-11341,LINE-A,866.02,182.57,44.92,32.43,1.37,44.93,14.83,2.54,hole
UNIT-11006,LINE-A,894.81,199.95,49.1,33.4,1.55,52.63,19.13,1.56,hole
UNIT-10621,LINE-B,930.36,165.03,52.46,31.53,1.8,37.14,35.07,1.32,crack
UNIT-11941,LINE-C,827.17,148.13,50.89,30.32,1.08,41.03,16.15,0.22,normal
UNIT-11656,LINE-B,843.22,149.4,49.61,33.87,1.74,44.29,16.95,0.55,normal
UNIT-10554,LINE-C,909.01,173.66,47.98,32.38,1.36,44.81,30.52,2.39,crack
UNIT-12228,LINE-A,847.01,148.17,31.97,10.43,1.54,87.94,17.44,0.4,rust
UNIT-12654,LINE-C,838.0,145.27,35.05,17.15,1.7,83.94,18.24,0.67,rust
UNIT-13192,LINE-A,843.27,153.35,72.68,21.15,5.41,44.75,13.14,0.28,scratch
UNIT-11926,LINE-A,849.82,143.19,50.19,31.25,1.89,39.13,17.65,0.4,normal
UNIT-10999,LINE-B,884.87,205.39,50.45,31.81,1.28,43.52,15.45,2.4,hole
UNIT-11689,LINE-A,851.96,142.16,52.28,35.66,1.55,42.43,17.12,0.33,normal
UNIT-11981,LINE-B,855.25,138.9,51.05,32.25,1.84,45.29,20.1,0.64,normal
UNIT-11607,LINE-C,843.14,152.8,50.37,28.76,1.42,40.62,19.6,0.52,normal
UNIT-13204,LINE-B,833.46,148.7,56.07,10.72,6.85,43.4,15.36,0.24,scratch
UNIT-13481,LINE-A,853.11,151.3,61.97,16.15,4.68,47.68,16.32,0.35,scratch
UNIT-12753,LINE-C,845.27,146.93,37.9,15.3,1.8,85.46,20.2,0.56,rust
UNIT-12420,LINE-A,833.12,159.14,31.33,14.22,1.61,65.4,17.64,0.47,rust
UNIT-10441,LINE-A,891.6,177.92,48.63,30.65,1.14,41.99,29.5,1.46,crack
UNIT-10509,LINE-A,940.46,185.64,47.73,31.92,1.83,47.3,24.04,1.24,crack
UNIT-11101,LINE-B,897.35,186.89,49.19,34.75,1.91,43.5,16.62,2.4,hole
UNIT-10590,LINE-B,894.96,182.5,50.73,32.06,1.86,46.93,29.37,2.16,crack
UNIT-12942,LINE-A,830.63,153.5,65.09,14.85,6.74,46.63,18.57,0.61,scratch
UNIT-10650,LINE-B,939.21,178.39,51.82,34.78,1.61,45.27,33.18,1.54,crack
UNIT-13191,LINE-B,836.47,150.65,65.99,15.52,3.51,43.09,18.0,0.3,scratch
UNIT-12043,LINE-A,843.73,146.12,52.28,34.73,2.21,42.95,17.29,0.54,normal
UNIT-13376,LINE-C,841.98,144.16,64.68,11.6,4.95,41.41,19.27,0.32,scratch
UNIT-12891,LINE-B,838.67,151.37,66.44,21.71,4.17,42.31,16.12,0.4,scratch
UNIT-11652,LINE-B,845.48,152.77,49.68,33.55,1.69,51.22,16.85,0.7,normal
UNIT-10661,LINE-A,908.04,186.58,45.26,33.26,1.54,49.29,25.75,1.88,crack
UNIT-10631,LINE-B,904.94,175.81,45.94,30.09,1.78,44.61,33.09,2.32,crack
UNIT-11732,LINE-A,836.96,150.58,50.44,31.3,1.62,42.5,16.43,0.66,normal
UNIT-12016,LINE-B,854.05,152.44,47.62,33.56,1.43,45.2,17.31,0.76,normal
UNIT-11351,LINE-A,877.54,190.27,49.3,33.41,1.9,36.63,16.74,2.95,hole
UNIT-10483,LINE-C,905.44,186.53,46.89,31.95,0.92,43.16,26.39,1.2,crack
UNIT-13429,LINE-B,842.54,149.92,70.24,15.67,4.78,43.72,16.9,0.44,scratch
UNIT-12990,LINE-B,839.6,147.13,68.67,8.7,6.11,47.92,19.09,0.45,scratch
UNIT-11510,LINE-A,850.45,155.04,49.4,32.55,1.97,47.39,14.81,0.54,normal
UNIT-12444,LINE-B,844.37,139.85,44.06,16.19,1.91,89.8,16.94,0.38,rust
UNIT-12270,LINE-A,845.53,144.62,34.47,11.56,1.66,78.86,18.93,0.33,rust
UNIT-12088,LINE-A,833.01,148.11,46.58,32.01,1.67,39.98,19.91,0.51,normal
UNIT-10857,LINE-A,860.28,192.96,52.46,31.53,0.98,45.37,17.9,2.22,hole
UNIT-11226,LINE-A,895.67,185.34,49.97,32.36,1.59,51.17,14.08,1.96,hole
UNIT-11191,LINE-A,889.79,204.88,50.99,28.96,1.48,45.81,16.54,1.83,hole
UNIT-11808,LINE-B,847.63,147.04,50.87,32.14,2.06,43.5,16.98,0.74,normal
UNIT-10531,LINE-B,891.34,186.0,51.01,32.91,1.17,42.11,32.04,1.47,crack
UNIT-12349,LINE-C,856.31,153.24,33.13,7.66,1.66,71.42,17.66,0.6,rust
UNIT-10050,LINE-B,893.43,162.96,52.08,30.29,1.62,42.09,33.93,2.17,crack
UNIT-12777,LINE-B,836.49,151.58,32.32,8.26,1.56,75.36,14.67,0.53,rust
UNIT-10859,LINE-A,883.94,184.5,51.39,35.97,1.8,40.98,17.36,2.05,hole
UNIT-12227,LINE-B,847.06,147.78,39.04,14.11,1.99,67.83,21.67,0.58,rust
UNIT-11073,LINE-B,899.19,175.96,55.85,33.38,1.73,43.61,18.02,2.46,hole
UNIT-10720,LINE-A,868.7,185.69,50.4,35.27,1.42,43.28,18.89,3.15,hole
UNIT-11625,LINE-A,848.39,151.78,54.2,31.4,1.45,41.06,16.21,0.29,normal
UNIT-13392,LINE-A,840.34,148.16,63.01,17.39,4.48,52.78,17.94,0.34,scratch
UNIT-12631,LINE-B,858.01,148.78,32.65,20.72,1.86,70.84,13.99,0.6,rust
UNIT-12289,LINE-C,851.29,143.59,37.1,16.41,1.55,90.23,16.24,0.7,rust
UNIT-12015,LINE-A,854.24,148.49,49.58,35.6,1.45,44.1,15.45,0.3,normal
UNIT-12494,LINE-A,843.64,157.34,38.24,8.85,1.6,83.95,13.82,0.5,rust
UNIT-11779,LINE-B,837.47,149.29,50.3,31.94,1.64,40.26,16.51,0.46,normal
UNIT-12610,LINE-A,851.78,152.14,32.05,17.75,1.3,73.26,17.68,0.43,rust
UNIT-11455,LINE-C,836.29,147.65,51.13,30.95,1.11,44.98,16.62,0.39,normal
UNIT-12586,LINE-A,842.0,161.08,31.83,17.83,1.47,85.63,16.8,0.45,rust
UNIT-13156,LINE-C,838.26,154.12,71.78,23.64,6.55,42.51,14.35,0.47,scratch
UNIT-12414,LINE-B,837.2,159.19,35.24,18.31,1.33,77.34,16.26,0.79,rust
UNIT-12211,LINE-C,843.47,143.05,35.02,11.59,2.1,83.27,16.12,0.23,rust
UNIT-11371,LINE-A,891.62,205.21,47.14,34.95,1.65,49.54,17.2,1.75,hole
UNIT-12299,LINE-B,827.22,148.4,31.85,14.94,1.68,81.12,17.75,0.43,rust
UNIT-12508,LINE-A,831.41,141.72,35.56,15.85,1.3,79.59,16.99,0.44,rust
UNIT-11196,LINE-A,860.88,194.75,52.08,32.45,1.32,41.68,17.75,2.02,hole
UNIT-11578,LINE-B,836.75,152.5,51.23,32.66,1.46,39.89,17.75,0.24,normal
UNIT-13067,LINE-A,841.25,154.98,60.84,17.39,6.35,48.92,16.67,0.47,scratch
UNIT-13370,LINE-C,825.59,159.8,65.37,14.8,4.12,44.83,15.73,0.66,scratch
UNIT-10298,LINE-A,884.47,158.99,50.87,37.02,1.05,43.87,30.68,1.87,crack
UNIT-11643,LINE-A,837.88,136.85,49.55,29.5,2.53,48.23,17.11,0.7,normal
UNIT-11265,LINE-A,874.28,197.43,55.65,33.63,1.57,45.06,16.97,2.02,hole
UNIT-13177,LINE-B,850.18,146.27,56.97,21.65,4.14,45.56,16.15,0.46,scratch
UNIT-10959,LINE-C,898.83,196.09,50.68,31.96,1.72,45.24,18.5,3.02,hole
UNIT-12883,LINE-A,843.03,149.53,64.37,20.43,6.41,37.95,15.1,0.4,scratch
UNIT-12518,LINE-A,827.77,148.75,31.91,11.56,1.13,63.06,16.22,0.56,rust
UNIT-11503,LINE-B,833.26,147.78,48.25,29.72,1.63,42.45,15.67,0.52,normal
UNIT-12118,LINE-B,835.72,153.77,33.19,13.07,1.74,73.37,18.06,0.59,rust
UNIT-11287,LINE-A,864.43,182.53,53.73,29.67,1.87,45.54,16.68,2.04,hole
UNIT-10350,LINE-A,937.3,165.02,46.14,31.68,1.45,40.14,29.59,2.24,crack
UNIT-11965,LINE-B,836.49,159.21,47.36,32.38,1.09,40.26,16.68,0.54,normal
UNIT-10644,LINE-B,891.16,178.95,47.9,30.52,1.54,29.6,31.13,1.52,crack
UNIT-12952,LINE-C,834.38,147.41,51.12,11.04,5.64,34.19,16.38,0.46,scratch
UNIT-13262,LINE-B,849.48,147.42,70.59,17.97,6.22,45.01,17.21,0.49,scratch
UNIT-10670,LINE-B,911.94,180.67,50.55,31.3,1.7,46.32,33.63,1.38,crack
UNIT-12587,LINE-A,841.49,146.38,40.35,10.36,1.75,89.39,16.8,0.34,rust
UNIT-12868,LINE-A,850.05,153.33,63.99,12.93,6.0,45.08,19.15,0.37,scratch
UNIT-11949,LINE-A,849.75,161.59,49.11,33.75,2.16,38.21,19.7,0.53,normal
UNIT-11180,LINE-A,882.05,196.04,50.46,30.58,1.62,52.04,15.65,1.96,hole
UNIT-12931,LINE-A,846.85,153.17,61.61,13.64,5.68,50.31,20.04,0.67,scratch
UNIT-13206,LINE-C,832.46,149.69,61.39,16.76,5.66,42.08,17.81,0.55,scratch
UNIT-12769,LINE-A,851.24,148.46,32.02,20.27,2.03,72.81,20.03,0.24,rust
UNIT-12895,LINE-C,840.81,143.19,67.52,17.89,4.66,40.88,16.49,0.46,scratch
UNIT-12081,LINE-B,835.62,140.0,48.77,30.1,1.79,41.06,16.45,0.18,normal
UNIT-11358,LINE-B,872.54,177.64,47.17,29.42,1.68,45.79,17.12,2.18,hole
UNIT-10787,LINE-B,875.9,183.08,52.32,32.45,1.43,47.86,17.57,2.62,hole
UNIT-13143,LINE-C,841.9,155.08,65.19,12.1,5.02,49.35,20.44,0.46,scratch
UNIT-10141,LINE-A,915.41,177.63,48.59,31.18,1.4,35.88,29.67,1.85,crack
UNIT-10789,LINE-B,866.7,193.78,48.59,31.03,1.51,42.22,17.8,2.31,hole
UNIT-10324,LINE-C,897.73,161.26,49.09,31.7,1.18,46.37,26.89,2.16,crack
UNIT-12378,LINE-A,839.12,142.48,30.11,15.81,1.69,78.63,17.07,0.53,rust
UNIT-10715,LINE-A,901.3,188.41,49.33,30.54,1.52,41.98,18.92,2.45,hole
UNIT-13095,LINE-A,846.68,154.67,65.2,20.53,5.09,46.54,17.62,0.26,scratch
UNIT-12229,LINE-B,828.07,138.12,39.93,9.91,1.09,71.81,15.55,0.38,rust
UNIT-12014,LINE-B,824.72,145.99,51.19,29.36,1.56,45.71,16.72,0.58,normal
UNIT-11619,LINE-A,834.39,148.71,52.64,29.05,1.42,42.42,15.03,0.53,normal
UNIT-12577,LINE-B,852.17,158.72,37.91,14.46,1.56,69.52,15.87,0.52,rust
UNIT-11484,LINE-A,841.49,153.18,50.64,29.4,2.03,49.09,15.11,0.55,normal
UNIT-10619,LINE-A,905.93,178.54,53.01,32.29,1.71,47.6,27.05,2.05,crack
UNIT-10407,LINE-B,903.12,190.94,47.97,31.43,1.69,45.57,31.32,1.6,crack
UNIT-11602,LINE-A,846.77,141.29,52.43,29.19,1.89,42.58,15.15,0.59,normal
UNIT-11624,LINE-A,830.71,155.39,49.35,35.37,1.14,51.05,16.46,0.44,normal
UNIT-13327,LINE-B,841.2,152.07,73.6,21.47,4.39,46.7,15.67,0.4,scratch
UNIT-12878,LINE-B,834.56,149.76,69.93,18.1,4.59,47.24,17.84,0.52,scratch
UNIT-12125,LINE-B,836.0,148.05,24.89,12.23,1.97,72.68,17.6,0.54,rust
UNIT-10498,LINE-B,897.62,171.7,53.07,28.84,1.97,52.93,24.21,1.82,crack
UNIT-13268,LINE-A,836.45,154.91,59.55,16.0,5.78,45.65,18.87,0.59,scratch
UNIT-10343,LINE-B,907.53,164.46,47.07,31.79,1.51,42.55,24.6,1.86,crack
UNIT-12277,LINE-B,838.92,140.5,36.77,11.97,2.0,86.82,17.11,0.51,rust
UNIT-12651,LINE-B,852.66,151.79,29.49,18.82,1.98,69.24,16.42,0.6,rust
UNIT-10783,LINE-A,894.33,198.14,47.05,34.06,2.12,45.98,18.34,3.01,hole
UNIT-11324,LINE-B,858.68,199.92,47.7,32.33,1.73,39.04,18.44,2.45,hole
UNIT-12013,LINE-A,826.48,141.97,49.43,32.63,1.33,45.44,17.17,0.58,normal
UNIT-13451,LINE-A,842.67,153.15,59.65,17.14,4.01,38.27,17.33,0.4,scratch
UNIT-10304,LINE-A,874.11,183.42,54.74,30.1,1.35,47.06,30.52,1.45,crack
UNIT-12860,LINE-A,846.35,144.36,62.96,16.94,4.48,52.36,15.9,0.59,scratch
UNIT-12164,LINE-A,847.97,148.16,31.67,20.35,1.91,90.08,19.03,0.66,rust
UNIT-10665,LINE-B,908.08,174.31,52.27,31.82,1.81,34.02,26.22,1.23,crack
UNIT-11178,LINE-C,880.12,194.8,49.28,27.96,1.12,39.49,16.95,2.58,hole
UNIT-11245,LINE-A,858.75,191.24,45.91,34.71,1.92,42.11,17.39,1.78,hole
UNIT-12979,LINE-C,841.41,149.26,59.05,16.62,6.09,52.83,16.88,0.44,scratch
UNIT-12005,LINE-A,836.67,150.84,52.32,31.12,1.79,48.89,17.59,0.6,normal
UNIT-12437,LINE-A,833.45,157.54,38.2,13.72,1.21,74.17,17.39,0.35,rust
UNIT-12011,LINE-A,835.19,148.09,49.15,34.47,1.66,34.16,17.14,0.35,normal
UNIT-10085,LINE-B,917.9,181.55,51.0,36.37,1.49,44.82,30.04,1.69,crack
UNIT-12590,LINE-C,834.83,147.17,29.68,17.79,1.49,76.32,16.86,0.3,rust
UNIT-10942,LINE-B,871.58,177.64,51.81,30.86,1.23,45.61,14.34,2.21,hole
UNIT-10962,LINE-C,886.06,182.34,51.16,34.51,1.76,38.67,19.08,3.07,hole
UNIT-10842,LINE-A,873.52,190.13,51.93,30.25,1.61,43.1,16.0,2.7,hole
UNIT-11845,LINE-A,832.16,149.67,49.74,29.87,1.83,46.08,14.85,0.9,normal
UNIT-12772,LINE-A,838.72,162.05,33.67,14.38,1.95,83.21,18.06,0.63,rust
UNIT-12213,LINE-A,843.58,144.48,33.94,16.56,1.59,71.49,17.04,0.37,rust
UNIT-12429,LINE-A,835.38,148.26,32.62,12.23,1.64,79.52,15.65,0.52,rust
UNIT-12564,LINE-B,846.0,159.24,37.24,12.4,0.94,87.15,17.46,0.48,rust
UNIT-10291,LINE-B,891.97,168.42,51.37,32.14,2.23,46.39,25.97,1.37,crack
UNIT-12419,LINE-B,819.23,155.35,34.8,11.99,2.02,79.62,15.0,0.52,rust
UNIT-11539,LINE-A,843.72,154.94,49.6,30.73,1.77,37.44,13.78,0.89,normal
UNIT-10605,LINE-A,908.74,181.14,50.35,35.35,1.86,41.07,32.78,1.68,crack
UNIT-13213,LINE-B,846.45,150.77,62.74,19.33,4.63,43.0,16.81,0.43,scratch
UNIT-10917,LINE-C,881.64,197.5,49.11,32.7,1.48,46.53,17.35,1.73,hole
UNIT-11714,LINE-B,844.76,150.93,52.65,32.57,1.62,48.52,18.9,0.29,normal
UNIT-12148,LINE-B,835.47,148.18,41.23,18.83,1.56,73.26,16.84,0.53,rust
UNIT-11100,LINE-B,887.04,195.59,52.7,32.09,1.25,49.22,18.41,2.01,hole
UNIT-11089,LINE-A,877.77,182.33,46.51,29.76,1.41,44.09,16.5,2.68,hole
UNIT-12461,LINE-B,840.25,145.8,30.58,21.42,1.61,72.93,13.71,0.61,rust
UNIT-12950,LINE-C,832.97,156.01,65.08,19.82,4.37,42.77,15.21,0.38,scratch
UNIT-10822,LINE-B,892.33,182.99,50.71,31.41,1.2,40.45,14.54,2.69,hole
UNIT-11770,LINE-B,830.44,150.27,50.16,31.71,1.51,50.84,17.64,0.8,normal
UNIT-13303,LINE-B,833.89,146.02,68.51,14.89,5.87,44.82,15.98,0.38,scratch
UNIT-12837,LINE-B,856.42,149.37,68.2,20.44,5.38,47.92,18.69,0.74,scratch
UNIT-12874,LINE-A,833.0,148.34,62.11,14.07,3.67,45.45,17.1,0.44,scratch
UNIT-11303,LINE-B,881.96,184.96,46.72,31.96,1.36,49.38,16.17,2.49,hole
UNIT-11001,LINE-B,883.59,187.99,51.01,31.0,1.88,37.11,17.9,2.54,hole
UNIT-12836,LINE-C,837.08,153.63,65.31,18.19,4.83,48.99,17.67,0.4,scratch
UNIT-10019,LINE-B,876.48,168.49,48.96,32.16,1.33,42.66,33.57,1.18,crack
UNIT-10494,LINE-A,892.58,179.6,49.43,33.43,1.18,37.92,29.02,1.3,crack
UNIT-11126,LINE-B,880.83,192.91,53.06,32.17,1.66,43.0,17.73,1.88,hole
UNIT-11405,LINE-B,837.36,151.42,45.86,31.83,1.76,41.02,14.78,0.53,normal
UNIT-11899,LINE-B,824.7,147.14,47.14,29.24,1.6,35.55,18.5,0.61,normal
UNIT-11675,LINE-A,849.21,151.47,48.1,32.02,1.47,40.78,16.88,0.47,normal
UNIT-12725,LINE-A,851.16,146.29,40.0,13.06,1.17,74.57,16.98,0.73,rust
UNIT-12130,LINE-B,835.84,156.83,38.27,18.89,1.72,79.33,17.26,0.88,rust
UNIT-13111,LINE-C,830.39,141.19,61.41,21.12,6.0,40.35,18.26,0.47,scratch
UNIT-10585,LINE-C,923.85,176.69,51.93,32.31,1.63,41.63,24.55,2.31,crack
UNIT-12624,LINE-B,838.99,151.1,34.03,9.52,1.55,73.48,16.68,0.75,rust
UNIT-10688,LINE-B,893.09,194.85,55.52,32.16,0.45,48.95,26.15,1.16,crack
UNIT-12319,LINE-A,830.61,157.87,37.28,19.99,1.57,66.25,14.44,0.46,rust
UNIT-11518,LINE-A,853.78,157.43,51.13,31.55,1.54,47.03,19.64,0.41,normal
UNIT-12553,LINE-C,835.3,149.28,33.21,9.43,1.73,82.46,17.91,0.74,rust
UNIT-11884,LINE-A,829.81,151.46,47.94,30.57,1.54,41.7,20.12,0.42,normal
UNIT-11010,LINE-B,860.51,189.8,49.18,31.02,1.68,39.89,15.24,2.19,hole
UNIT-12816,LINE-A,848.85,154.17,58.22,15.56,5.35,41.23,18.08,0.53,scratch
